ID_Info,SAP_Technologies,Programming_Languages,Databases,Web_Technologies,Communication_Skills,Business_Skills,Technical_Skills,Development_Tools,Other_Skills
23202,Business Analysis; FRD; Brd; Investment banking; Bfsi; SDLC,Capital Market,,,,,,,Requirement Gathering; business analyst; UAT; agile
16304,Asp.net; .net; C# Developer,,,,,,,,
85356,xml; sql; software development; wcf; data structures; debugging,pm,,,,,,,microsoft; sdlc; agile
40446,Costing; Budgeting; Variance Analysis; MIS,,,,,,,,product costing
79507,taxation; direct tax; indirect tax; compliance management,,,,,,,,regulatory management
33916,C++; Python; Java; Machine Learning; Computer Vision; Programming,Perl,,,,,,,Algorithms; Languages; Neural Networks
3213,cappuccino; sproutcore; phonegap; enterprise_mobility_management; webkit; apache_felix; osgi; adobe_experience_manager; gwt; hibernate; spring; adobe_fireworks; web_2.0,ember.js,,,,adobe_dreamweaver,,,jquery_mobile; apache_jackrabbit; apache_sling; adobe_cq; mootools; zk; javascript; ui; web_development; css; google_web_toolkit; geoserver; spring_security; xhtml; xml; semantics
128809,ibm bpm; SQL; PL; PLSQL,,,,,,,,bpm
117517,elite; Emerging corporate; ECRM; trade sales manager; Current Account; trade; ECG,ETRG,,,,,,,trade and forex; Transaction Banking; cash management services; forex
77045,Spring Framework; Core Java; J2Ee; JUnit,Web Services,,,,,,,Design Patterns
89137,Sales Process; Client Retention; Revenue Generation; Regional Management; Customer Complaints,Client Servicing,,,,,,,Accounting; Accounts Receivable; Customer life cycle management
124827,Selection; Recognition; Strategic Planning; Revenue Generation; Strategy,New Business Development,,,,,,,Marketing; Resource Planning; Business Development
12995,admin Manager,,,,,,,,
62267,development; html css; good; eager to learn; javascript; oops concepts,knowledge,,,,,,,code; wordpress; jquery
14894,experience; application; set; skills; unix administration,solaris,,,,,,,skill; administrator
39267,Teaching English; Language Teaching; English Language; School,,,,,,,,
98498,IC Design; Competitive Benchmarking; Communication Skills; Tetramax; design for testability; Customer Support; ATPG; physical design,design for test,,,,,,,DFTMAX; DFT; EDA Tools; Account Management; formal verification; sta
121099,International Sales; luxury property; Hni Client Handling; Sales; revenue generation,ultra HNI,,,,,,,Business Development
6327,numerical; analysis; calculus; probability; value_at_risk; ansys; fea; heat_transfer; computational_science; science; bioinformatics; statistics; data_science,linear_algebra,,,,economics,,,mathematical_modeling; monte_carlo_method; computational_fluid_dynamics; fluid_mechanics; thermal_analysis; cfd; high_performance_computing; simulation; aerodynamics; computer_cluster; hpc; market_share; idl; scientific_research; mathematics; computer_science; analytical_skill
76598,claims; claim processing executive; claim process associate; claim process executive; insurance claims; shortfall; claims adjudication; CPT,ICD,,,,,,,billing &amp; coding; preauth; encashment; claims processing; reimbursement; TPA
21574,Banking Operations; branch operations; financial services operations; insurance operations; financial operations,branch banking,,,,,,,operations manager
117170,Trainee - Medical Transcriptionist,,,,,,,,
48399,HR Generalist Activities; Interpersonal Skills; Statutory Compliance; Payroll Management,,,,,,,,MS Office
123400,Salary Negotiation; Sourcing Management; Non It; Stakeholder Management; Volume Hiring; Recruitment Lead; client manager; Client Servicing,Key account,,,,,,,Talent Acqusition; Recruitment; Team Management; team manager
41963,International Trade; corporate selling; new business acquisition; Export Marketing; business development executive; marketing manager; corporate sales; api,sales executive,,,,,,,marketing executive; marketing officer; sales officer; sales marketing
9503,c++; qt; gui; graphical_user_interface; geographic; compiler; language; parallel_computing,geographic_information_systems,,,,,,,gis; agile; english; languages
57317,Oracle DBA; SQL; Pro C; EBS; RMAN,pl / sql,,,,,,,retail; ASM; RAC
8375,information_security; cyber_security; security; securities; sales_management,cybersecurity,,,,,,,infosec
14854,Xcode; iOS app development; Objective C; App Developer,,,,,,,,Swift
46016,General Management; Marketing,,,,,,,,
128668,grid; excellent communication skills; json; php; ajax; architecture,wordpress,,,,,,,javascript; css3; jquery
63947,iOS; Xcode; Xamarin.Forms; RESTful APIs; Windows Azure,C#,,,,,,,Java; Objective - C; Swift
118503,Screening; Technical Evaluation; H1; w2; ATS,US IT Recruitment,,,,,,,1099; Placement; Night Shift
115219,Associate; Technical Support Associate; Technical Support; troubleshooting,,,,,,,,Documentation
29751,social advertising; Email Marketing; Promotions; Brand Awareness; Social Media; Digital marketing,Media Management,,,,,,,Campaigns; online marketing; social networking
60723,Space Management; JIRA,,,,,,,,
123715,Business Development Management; csr; marketing; marketing management,business development,,,,,,,sales management
113281,Inbound; Outbound Sales; Telesales; customer service,,,,,,,,Team leader
79444,Insurance Sales; General Insurance; Selling; Operations; Presentation Skills,Negotiation Skills,,,,,,,Insurance Broking
88525,Non It; Communication Skills; screening; lateral hiring; non - it recruitment,sourcing,,,,,,,recruitment; Automobile
37188,Domestic; Communication Skills; Writing Skills; Backend,BPO,,,,,,,Voice
30045,Content Development; Editorial; Grammar; Computer Skills; Editing,Content Writing,,,,,,,Communication Skills; Quality Standards
97704,competitor intelligence; industry research; financial analysis; strategic analysis; business research; competitor research,market research,,,,,,,research; research analyst; secondary research
124039,Heading; KPO; Training; Finance; Budgeting; Client Management; process excellence; business improvement,Financial Statements,,,,,,,Operations; SLA Management; Focus; Process Improvement; business excellence; VICE PRESIDENT; VP; BPO; travel
26654,Medical; doctor,,,,,,,,
36148,Selection; Compliance Management; Contracts; Consulting; Strategy; Contract Management,Training,,,,,,,Shared Services; Supplier Relationship Management; Business Administration
11714,Market Risk Management; Hedging; FX; Fixed Income; Portfolio Management; SQL,Risk Analysis,,,,,,,Derivatives; Finance; Commodities
60588,Java; J2Ee; Spring; EJB; Software Engineering,Design Patterns,,,,,,,Oracle; PLSQL; DI
35744,digital business development; Social Media Marketing; Digital Marketing; digital sales,,,,,,,,online marketing
6925,activex; mfc; atl; winsock; odbc; multithreading; sockets; dll; wcf_data_services; corba; parallel_computing; wpf; gui,ole_db,,,,mvc,,,microsoft_windows_sdk; visual_c++; microsoft_visual_c#; irix; com; reading_comprehension; com+; active_listening; visual_basic; asp; dcom; dhtml; systems_analysis_and_design; windows_api; etrm; asp.net_ajax
85230,field; level; experience; be; research; phd,civil engineering,,,,,,,btech; teaching; me
72013,Chemistry; jobs in chennai; freshers jobs in chennai; graduates jobs in chennai; Botany; Microbiology; Msc; Bsc,nursing jobs in chennai,,,,,,,freshers jobs in tamil nadu; Zoology; Biotechnology; Biochemistry; Bioinformatics; Medical Coding
105137,Technical Leadership; Technical Specifications; Agile Development; QE; Web Technologies,Product Management,,,,,,,Test Planning; Software Engineering
42990,Fixed Assets; Buyer Activities; Action Plan; purchase; accounting,VRS,,,,,,,accounts payable
15379,Architecting; Javascript; JQuery; Ajax; Net; Web Technologies,Web Services,,,,,,,CSS; IIS; SQL
49582,Marketing Budget; Promotional Campaigns; Marketing Campaigns; New Product; Lead Generation; Budgeting,Sales,,,,,,,Head - Marketing; Marketing Strategy; Planning; Marketing
128639,physician assistant; Teaching and Counselling; Medical,,,,,,,,
42558,FP&amp;A; Noida; analytics; Financial Planning; agm,MBA,,,,,,,Analysis
84674,Wireframes; consumer engagement; Product Management; UAT; project management,SCRUM,,,,,,,Agile
18304,IFRS; IAS; Validation; Credit Risk; PD,RWA,,,,,,,IAS39; LGD
47527,generalist and administration; hr generalist and administration; hr executive and administration; hr assistant and administration,,,,,,,,
13318,Affiliate Marketing; Internet Marketing; Email Marketing; web marketing,digital marketing,,,,,,,online marketing
116563,methods; perl; qtp; shell scripting; test scripts; test automation,unit testing,,,,,,,testing tools; test strategy; test management
127291,Ward Secretary; Computer Operator; Doctors Secretary; Admin Secretary; P.A; Personal Assistant; Typist; Medical Transcription,OPD Secretary,,,,,,,Personal Secretary; Medical coder; IP Secretary; Data Entry; Secretary; Steno; shorthand
37934,Canoe; CAPL; EEPROM; AUTOSAR; Microcontroller,SPI,,,,,,,C; Automotive; Perl
13879,Financial Analysis; Client Service; financial model; Research,forecasting,,,,,,,accounting
79345,Core Java; Spring Mvc; Hibernate; JPA; Rest; Postgresql,Spring Framework,,,,,,,J2Ee; SOAP; Web Services
51266,inbound sales; BPO and Customer service; inbound selling; voice process selling; spanish; bpo,International BPO,,,,,,,International calling; spanish language; bpo call center; Call management
55909,java; j2ee; jsp; servlets,,,,,,,,oracle
42756,HR Strategy; Recruitment; Training; Performance Management; Salary Administration; Policies; hr management,Employee Relations,,,,,,,Compensation; Career Counselling; Employee Satisfaction; HR
118846,Indesign; UX Design; Responsive; bootstrap; Typography; Illustrator; User Interface Designing; UI Design,UXPin,,,,,,,InVision; Wireframe; Photoshop; Corel Draw; Dreamweaver; Quartz
28215,Branch Operations; Communication Skills; Verbal Communication; Overall Administration; Business Development; Skin Care; Store manager; Assistant store manager,Sales Management,,,,,,,Clinic Head; Sales Operations; Profitability; Sales
64677,Linux Kernel Engineer,,,,,,,,
77860,Data Entry Operation; Typing Speed; Tally,,,,,,,,
72453,Accounting; Bba; Bcom; Mba; Interviewing; Journal Entries; Accrual,Fixed Assets,,,,,,,Hiring; GL; Balance Sheet; Reconciliation
12355,audit; sox; gaap; assurance; healthcare; grc,financial statements,,,,,,,oracle; hyperion; coordination
47367,Professor; Teaching; Education; Lecturer; Teachers,Tutor,,,,,,,Trainer; Arts; Music
2210,tpfdf,,,,,,,,
17285,SUBSCRIBER MARKETING; usage enhancement; Campaigns; Revenue Enhancement,,,,,,,,
86689,Inbound Logistics; Materials; Inventory; Consumables; Vendor; Purchase Management; Planning; Civil,project,,,,,,,Construction; building; Procurement; Stores
32049,hindi; muslims; vidyalaya; chettinad vidyashram; hindi call center; hindi customer support; hindi csa; hindi cse,hindi bpo,,,,,,,jain; hindi voice process; hindi voice support; hindi csr; process associate; Customer Support; dav; bpo
40929,English; Marathi Typing; Hindi; personal Assistant; Shorthand; pa; executive secretary,personal secretary,,,,,,,p.a; ea; executive assistant; secretary
27642,Graphics; User Experience; Graphics Designer; Photoshop; Javascript; Web Technologies,Corel Draw,,,,,,,HTML; Web Designing; CSS; Web Designer
70520,Key Account; luxury sector; Luxury brands; premium brands; luxury modern; Account Management; Business Development,luxury large format,,,,,,,high end brands; Corporate Sales; Revenue Generation; business planning
39388,IT sales; hardware sales; it hardware sales; it networking sales; Enterprise Sales,network infrastructure sales,,,,,,,it infrastructure sales; Sales Management; direct sales
54016,International Call Center; customer care executive; Customer Service,,,,,,,,
80128,AR; GL; R12; Functional Consultancy; New Projects; Oracle Financials,Statutory Laws,,,,,,,Oracle E - business Suite; Ap; Mba Finance
93900,SOFTWARE DEVELOPMENT ENGINEERS - WINDOWS: (DE-W),,,,,,,,
126032,Indesign; Graphic Designing; Typography; Corporate Identity; Photoshop; Design,Creative Skills,,,,,,,Composition; Illustrator; Web Designing
18995,Manager; Business Modelling; Associate Manager; Assistant Director; Valuation,Financial Research,,,,,,,Project Finance
60335,Collections; Core Java; Multithreading; Algorithms,,,,,,,,Design Patterns
33487,NoSQL; Connect; Data Analytics; Quantitative Analysis; SQL; Statistics,Java,,,,,,,Data Scientist Lead; SAS; SPSS; Web Services
126312,H1B; GC; Computer Skills; Verbal Communication; Outlook,Word,,,,,,,Communication Skills; Visa
46579,GM; DGM; Operations,,,,,,,,
111925,Vendor Management; Stationery; Travel Management; Housekeeping; Statutory Compliance; canteen; Administration; facilities,Compliance Management,,,,,,,Event Management; First Aid; travel; soft services; Facilities Management; Security; Guest management
52205,Hotel; Team Handling; Travel; Sales Operations; Visa Processing; travels management,Business Development,,,,,,,Branch Management; branch manager; Travel manager
50743,global mobility; tax payroll; expats payroll; End - to - End Payroll; EMEIA; Singapore Payroll; APAC,global payroll,,,,,,,International Payroll; Australian Payroll; New Zealand Payroll; taxation
119255,HR Functions; Salary; Communication Skills; Administration,Business Development,,,,,,,Administrative Support
44307,Front Desk; process manager; front desk manager; office assistant; front office executive; receptionist front office; receptionist,front desk excutive,,,,,,,front office; Reception; bpo; call center
